__BASELINE__	ok	869762453	16072	109709390	863745475	16072	109159938
-O0	ok	311699578	16264	107364518	857057561	16072	109907278
-O1	ok	449773516	16088	110667835	723191400	16072	109196565
-O3	ok	951764878	16072	99998963	885259633	16072	89878422
-Os	ok	677012584	16104	123029839	872750320	16072	108331973
-Oz	ok	679983424	16104	118512724	724823062	16072	101045955
-Ofast	ok	1072907294	17504	106036704	862987213	16072	93287844
-Og	ok	286333596	16264	114727477	858154073	16072	104620609
-flto	ok	177458591	16064	107621488	857045605	16072	102148772
-fno-inline	ok	785835086	16256	115966104	867371077	16072	108693423
-funroll-loops	ok	1561416781	16072	100304034	863217232	16072	100870949
-fno-omit-frame-pointer	ok	863361637	16072	116017633	880890815	16072	102930859
-g	ok	1038863919	22488	89264835	725693525	16072	102079810
-g3	ok	1038382707	57096	103465036	884947643	16072	92285658
-fstack-protector	ok	723487483	16128	109024731	715574479	16072	110633500
-fstack-protector-strong	ok	869242049	16128	104082664	721466748	16072	102517032
-fstack-protector-all	ok	887105016	16128	64312219	734720157	16072	109944058
-fstack-clash-protection	ok	873268993	16072	101552715	728046156	16072	108470948
-fcf-protection=full	ok	852613374	16072	88633596	853133370	16072	101435478
-fPIE -pie	ok	885812886	16248	107031599	876651266	16072	40231634
-ftrivial-auto-var-init=zero	ok	724410353	16072	110048161	862298586	16072	102833768
-ftrivial-auto-var-init=pattern	ok	859971546	16072	102163478	732599797	16072	109203391
-fzero-call-used-regs=used-gpr	ok	878200236	16072	110321819	868692400	16072	103737518
-fzero-call-used-regs=all	ok	736281654	16072	129477216	861198547	16072	103937257
-fstrict-flex-arrays=3	build-failed				850097575	16072	104367227
-D_FORTIFY_SOURCE=2	ok	887341347	16080	105757608	738355274	16072	109513621
-D_FORTIFY_SOURCE=3	ok	730958917	16136	106917573	880535724	16072	109049894
-fhardened	build-failed				855041190	16072	102274098
-fsanitize=address	ok	1018905528	25704	306885651	870469184	16072	108356459
-fsanitize=undefined	ok	1818751475	17928	350680304	880964481	16072	102050327
-fsanitize=address -fsanitize=undefined	ok	1985790770	36560	482654376	853032743	16072	101716484
-fsanitize=thread -fPIE -pie	run-failed	802976551	18720		852635531	16072	102337114
-fsanitize=leak	ok	889765434	18888	182574860	865064271	16072	102152618
-fanalyzer	ok	1386100217	16072	108847748	853006245	16072	108398844
--coverage	ok	898941246	92192	119953368	874478819	16072	106594237
-pg	ok	865545408	16528	240327596	731933796	16072	103585927
-fno-strict-aliasing	ok	858452731	16072	120382968	863218064	16072	76807094
-fno-semantic-interposition	ok	870834308	16072	105415017	721286330	16072	74241651
-fvisibility=hidden	ok	740609788	16072	100794004	724353230	16072	101512736
-fno-common	ok	725831113	16072	109371036	722367737	16072	109694631
-fexceptions	ok	876934544	16072	85548010	881716658	16072	102291266
-Wall -Wextra	ok	725343566	16072	102554012	866221566	16072	109027875
-Wall -Wextra -Wconversion -Wformat=2	ok	874756550	16072	107091305	732699192	16072	110433496
