__BASELINE__	ok	927711973	16072	101718798	772313118	16072	110289131
-O0	ok	187277213	16264	80157828	778145405	16072	105707462
-O1	ok	587622515	16088	110977805	907064360	16072	68879667
-O3	ok	1142177142	16072	106363914	914616376	16072	109125550
-Os	ok	698861166	16104	112945427	924991252	16072	101675720
-Oz	ok	708962420	16104	129484582	900670018	16072	101785519
-Ofast	ok	1163849696	17504	99339016	757867250	16072	86297141
-Og	ok	443788437	16264	121711885	767927544	16072	109407641
-flto	ok	322380970	16064	109482905	919151844	16072	102097574
-fno-inline	ok	816292910	16256	116427226	773904970	16072	101747298
-funroll-loops	ok	1692907685	16072	99675650	792478178	16072	110228662
-fno-omit-frame-pointer	ok	782066841	16072	119345121	902927528	16072	101977146
-g	ok	1010318048	22744	101486624	905018732	16072	102565645
-g3	ok	1090569279	58040	102707273	782663033	16072	103102699
-fstack-protector	ok	910097010	16128	104650115	919401526	16072	104310333
-fstack-protector-strong	ok	913613449	16128	101718884	919073616	16072	110114777
-fstack-protector-all	ok	805189637	16128	116181927	777905733	16072	78414026
-fstack-clash-protection	ok	900431631	16072	106202625	928590958	16072	109247537
-fcf-protection=full	ok	782478443	16072	112764365	777971564	16072	106890904
-fPIE -pie	ok	772432227	16248	110001210	763436371	16072	46753808
-ftrivial-auto-var-init=zero	ok	925297050	16072	108187433	922375114	16072	108359685
-ftrivial-auto-var-init=pattern	ok	779923679	16072	101774524	770584886	16072	101820414
-fzero-call-used-regs=used-gpr	ok	898241187	16072	120050646	929099627	16072	102482967
-fzero-call-used-regs=all	ok	781971659	16072	181208851	767298075	16072	129737542
-fstrict-flex-arrays=3	ok	899984354	16072	101742454	901234894	16072	101806630
-D_FORTIFY_SOURCE=2	ok	782467672	16080	102531862	774910131	16072	102434774
-D_FORTIFY_SOURCE=3	ok	920956161	16136	101442235	903805063	16072	91768263
-fhardened	build-failed				900645706	16072	106675093
-fsanitize=address	ok	1054966170	25688	241244376	766414358	16072	102297574
-fsanitize=undefined	ok	1786824670	17928	243171733	772516119	16072	101370417
-fsanitize=address -fsanitize=undefined	ok	1860834659	36672	462427422	882700882	16072	101562960
-fsanitize=thread -fPIE -pie	run-failed	964911841	18720		921244725	16072	105591278
-fsanitize=leak	ok	767182317	18976	181993508	782032668	16072	104110358
-fanalyzer	ok	1344691158	16072	35516576	908936678	16072	101775491
--coverage	ok	1106247986	81104	106144761	778797002	16072	102890721
-pg	ok	772552017	16528	203729121	772925300	16072	108106690
-fno-strict-aliasing	ok	773702765	16072	111247913	770211168	16072	102517008
-fno-semantic-interposition	ok	930877702	16072	91304396	771554813	16072	107568164
-fvisibility=hidden	ok	757407418	16072	102359773	907556656	16072	109662212
-fno-common	ok	923582043	16072	103006278	775676698	16072	100798243
-fexceptions	ok	936179395	16072	110379199	911900240	16072	108415680
-Wall -Wextra	ok	773398552	16072	86437086	793901789	16072	42531940
-Wall -Wextra -Wconversion -Wformat=2	ok	937753227	16072	109758959	920520236	16072	101260965
