__BASELINE__	ok	1061602523	16008	117673124	1066097190	16008	109772538
-O0	ok	201770368	16200	247151420	1060320120	16008	111916123
-O1	ok	674136470	16024	106802068	1088387123	16008	110554949
-O3	ok	1222403013	16008	81825395	1063237323	16008	111208282
-Os	ok	649792722	16040	139107630	1075232987	16008	55355768
-Oz	ok	771401961	16040	137071267	966178266	16008	48430013
-Ofast	ok	1365057754	17456	114948887	1060927205	16008	116917321
-Og	ok	435913456	16200	47896159	1091223376	16008	119587929
-flto	ok	212415957	16000	110227363	1048083342	16008	118263367
-fno-inline	ok	919229233	16192	119238333	950077781	16008	118411481
-funroll-loops	ok	1936015752	16008	101033124	909670674	16008	128358400
-fno-omit-frame-pointer	ok	984988888	16008	110896949	931939157	16008	117177509
-g	ok	1245550912	22528	119621981	1068205386	16008	75594240
-g3	ok	1288565969	58832	104784046	1055773974	16008	129668294
-fstack-protector	ok	1079378583	16064	116990090	973215505	16008	42488081
-fstack-protector-strong	ok	926104748	16064	121592935	1055939742	16008	95840806
-fstack-protector-all	ok	1108673412	16064	43732625	1085196709	16008	118967353
-fstack-clash-protection	ok	956151253	16008	106338716	973925896	16008	39569428
-fcf-protection=full	ok	1039781168	16008	38524432	913552740	16008	120374329
-fPIE -pie	ok	965815622	16184	117482292	978138570	16008	38355700
-ftrivial-auto-var-init=zero	ok	957867906	16008	112940959	1081765078	16008	38597719
-ftrivial-auto-var-init=pattern	ok	932174608	16008	110245218	941062413	16008	38005279
-fzero-call-used-regs=used-gpr	ok	958159468	16008	126247883	1057928908	16008	117196920
-fzero-call-used-regs=all	ok	912829810	16008	138784410	932490499	16008	118264615
-fstrict-flex-arrays=3	ok	930573935	16008	38262996	924615304	16008	39104437
-D_FORTIFY_SOURCE=2	ok	1049765754	16016	88174687	993472273	16008	59102788
-D_FORTIFY_SOURCE=3	ok	998173632	16072	56481826	961265004	16008	118543349
-fhardened	ok	932934016	16176	108873800	931500713	16008	124961549
-fsanitize=address	ok	1225422153	26040	183229887	986870978	16008	104387912
-fsanitize=undefined	ok	2230067988	17640	228493718	1007862406	16008	38624089
-fsanitize=address -fsanitize=undefined	ok	2424374738	36136	444992999	920988188	16008	111409394
-fsanitize=thread -fPIE -pie	run-failed	996777395	18576		944350166	16008	119638896
-fsanitize=leak	ok	1004558940	18928	182794391	994255222	16008	38633361
-fanalyzer	ok	1660175879	16008	112123200	954036100	16008	123805096
--coverage	ok	1268843212	81080	120605555	1062209408	16008	110006184
-pg	ok	1085937576	16464	139961053	933468862	16008	109633667
-fno-strict-aliasing	ok	1083637417	16008	119823831	917181592	16008	121415896
-fno-semantic-interposition	ok	1061237622	16008	116438327	930395504	16008	120826053
-fvisibility=hidden	ok	917679557	16008	121686872	1067829705	16008	129518144
-fno-common	ok	918065860	16008	110669905	918188217	16008	108701134
-fexceptions	ok	937430461	16008	109337603	926469943	16008	119045667
-Wall -Wextra	ok	1064245535	16008	108446337	1057596742	16008	118599298
-Wall -Wextra -Wconversion -Wformat=2	ok	1063597601	16008	109279135	910759630	16008	108290168
